y_true,y_predProb
1.0,0.8656850983245477
1.0,0.7008251787391941
0.0,0.13379172807651685
0.0,0.45571797202720177
0.0,0.03581506092757536
1.0,0.8533495881765703
0.0,0.03456890336281049
1.0,0.3784224118129771
0.0,0.39845750441969585
0.0,0.02692901349564636
1.0,0.5530259275993927
0.0,0.7384830845081751
1.0,0.05613036669672056
0.0,0.3367892627254605
1.0,0.45646528664863695
0.0,0.019799169250973137
0.0,0.010946954625069338
0.0,0.01491847502654764
0.0,0.3081394299678095
0.0,0.12018382582232334
0.0,0.20747829939546136
0.0,0.012463631640571293
1.0,0.051350638594612974
0.0,0.027426552070210164
0.0,0.10540315113337329
0.0,0.2384373786730407
1.0,0.13226486775738522
0.0,0.16166880837386088
0.0,0.054333513196297645
0.0,0.674208400871521
0.0,0.2533897103145364
1.0,0.27429833518357327
1.0,0.5050632155494199
0.0,0.2003041450722094
0.0,0.059237378480133884
0.0,0.5943884862956281
0.0,0.03786988917966028
0.0,0.09839538966821237
0.0,0.04525562501839886
0.0,0.7170523163084113
0.0,0.14085757384225417
1.0,0.7192634957357882
0.0,0.0451169847675601
1.0,0.48200658688702447
0.0,0.07517088423401219
1.0,0.7324271786002896
0.0,0.46337225966759377
0.0,0.829913919677324
0.0,0.15706675188187091
0.0,0.07623235290236607
0.0,0.33459845761950646
0.0,0.14562447525258904
1.0,0.686721478158347
0.0,0.04740114979699683
0.0,0.603967557570229
1.0,0.6450285647399596
1.0,0.6298335747724195
0.0,0.058364916517916754
1.0,0.2948844927137202
1.0,0.25146429292800576
1.0,0.5204480212440501
0.0,0.12837287329557512
1.0,0.04420864402266034
1.0,0.49991255993771333
0.0,0.19590537949875397
0.0,0.5386258743332064
1.0,0.13904504656375138
1.0,0.4667094220609087
0.0,0.23990943675636345
1.0,0.4322049852455905
0.0,0.11164494050410667
0.0,0.07190667423878949
1.0,0.8547051939161747
1.0,0.6478579954374482
1.0,0.7120296894703415
0.0,0.034213488087743826
1.0,0.35950869475132663
0.0,0.058884995464268286
0.0,0.29209333535681026
0.0,0.455475334055194
0.0,0.07667498959176555
1.0,0.5034188076837385
0.0,0.0377342775498164
1.0,0.8341257108588707
0.0,0.5151912864916817
0.0,0.3708801531487609
0.0,0.2703769913630367
0.0,0.09483148007757336
0.0,0.0322790205190131
0.0,0.1626414195052348
0.0,0.06566590912848369
0.0,0.20899642030042287
0.0,0.04528418412689916
1.0,0.7518560687182116
0.0,0.019471692508204796
0.0,0.544008862642869
0.0,0.4082062112451865
0.0,0.1590300186009017
0.0,0.049411631143811974
0.0,0.4951184726916207
0.0,0.6696754018095135
0.0,0.2626155499737024
0.0,0.3850569355189464
1.0,0.37184144116369566
1.0,0.5093156926499951
0.0,0.4379462407160304
1.0,0.6310803734582464
0.0,0.2988998942881267
0.0,0.0804345919507341
0.0,0.015925537712064397
1.0,0.7553412166645899
0.0,0.45018602298131327
0.0,0.1058436383764274
0.0,0.08417988582073122
0.0,0.09935502691405418
0.0,0.11376648221278174
1.0,0.4561673556046344
1.0,0.38486787760137986
1.0,0.764333341482768
0.0,0.29164275326860434
0.0,0.16649133358419022
1.0,0.2780280405224289
0.0,0.010191526941184748
0.0,0.051185607442221226
0.0,0.23494550739121678
0.0,0.028884720361588734
1.0,0.4855932671677152
0.0,0.07286841459415427
0.0,0.2707415538916962
0.0,0.1282161683252525
0.0,0.10410503063485521
0.0,0.0987533873914117
0.0,0.7065905325421227
0.0,0.08669560540170096
0.0,0.4999232627476403
0.0,0.6124572850021082
0.0,0.3950739633924911
1.0,0.7954039721925028
